date,token,stoploss,max_order,net_P&L,time,SP_1,SP_time_1,CE_sell_1,PE_sell_1,CE_buy_1,PE_buy_1,start_time_CE_1,start_time_PE_1,end_time_CE_1,end_time_PE_1,SP_2,SP_time_2,CE_sell_2,PE_sell_2,CE_buy_2,PE_buy_2,start_time_CE_2,start_time_PE_2,end_time_CE_2,end_time_PE_2,SP_3,SP_time_3,CE_sell_3,PE_sell_3,CE_buy_3,PE_buy_3,start_time_CE_3,start_time_PE_3,end_time_CE_3,end_time_PE_3,SP_4,SP_time_4,CE_sell_4,PE_sell_4,CE_buy_4,PE_buy_4,start_time_CE_4,start_time_PE_4,end_time_CE_4,end_time_PE_4,SP_5,SP_time_5,CE_sell_5,PE_sell_5,CE_buy_5,PE_buy_5,start_time_CE_5,start_time_PE_5,end_time_CE_5,end_time_PE_5,SP_6,SP_time_6,CE_sell_6,PE_sell_6,CE_buy_6,PE_buy_6,start_time_CE_6,start_time_PE_6,end_time_CE_6,end_time_PE_6,SP_7,SP_time_7,CE_sell_7,PE_sell_7,CE_buy_7,PE_buy_7,start_time_CE_7,start_time_PE_7,end_time_CE_7,end_time_PE_7,SP_8,SP_time_8,CE_sell_8,PE_sell_8,CE_buy_8,PE_buy_8,start_time_CE_8,start_time_PE_8,end_time_CE_8,end_time_PE_8,SP_9,SP_time_9,CE_sell_9,PE_sell_9,CE_buy_9,PE_buy_9,start_time_CE_9,start_time_PE_9,end_time_CE_9,end_time_PE_9,SP_10,SP_time_10,CE_sell_10,PE_sell_10,CE_buy_10,PE_buy_10,start_time_CE_10,start_time_PE_10,end_time_CE_10,end_time_PE_10
2022-12-01,BNF,0.5,3,26.15000000000003,1.1832249164581299,43400,09:15:00,100.45,77.65,150.7,87.6,09:15:00,09:15:00,09:21:00,10:02:00,43400,10:03:00,70.65,97.5,23.8,58.0,10:03:00,10:03:00,13:40:00,13:24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-08,BNF,0.5,3,167.55,1.9207391738891602,43200,09:15:00,92.6,136.75,123.3,31.5,09:15:00,09:15:00,09:27:00,12:01:00,43400,12:02:00,53.6,100.9,58.0,3.5,12:02:00,12:02:00,13:01:00,14:56:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-15,BNF,0.5,3,102.2,1.5335850715637207,44000,09:15:00,109.3,96.2,24.2,79.1,09:15:00,09:15:00,13:37:00,11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-22,BNF,0.5,3,95.34999999999998,1.0180799961090088,42900,09:15:00,157.45,156.95,75.4,235.4,09:15:00,09:15:00,09:48:00,09:21:00,42700,09:49:00,165.15,159.35,56.8,239.0,09:49:00,09:49:00,11:13:00,10:03:00,42500,11:14:00,134.3,136.35,56.2,151.4,11:14:00,11:14:00,12:25:00,11:27:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-29,BNF,0.5,3,244.75,3.123734712600708,42700,09:15:00,118.15,188.0,60.5,0.9,09:15:00,09:15:00,10:48:00,15:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-05,BNF,0.5,3,66.99999999999999,1.7817506790161133,43100,09:15:00,138.05,183.8,133.5,193.6,09:15:00,09:15:00,09:33:00,09:39:00,43000,09:40:00,143.6,153.25,87.0,229.9,09:40:00,09:40:00,10:15:00,09:44:00,42800,10:16:00,168.45,112.85,19.7,169.3,10:16:00,10:16:00,13:30:00,11:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-12,BNF,0.5,3,19.949999999999992,2.0469911098480225,42100,09:15:00,213.65,166.4,283.8,163.4,09:15:00,09:15:00,09:33:00,09:21:00,42300,09:34:00,165.85,152.1,24.7,228.2,09:34:00,09:34:00,12:53:00,10:03:00,42100,12:54:00,99.4,105.35,24.7,158.0,12:54:00,12:54:00,14:00:00,13:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19,BNF,0.5,3,-18.94999999999999,2.1849308013916016,42300,09:15:00,200.6,127.15,229.4,71.3,09:15:00,09:15:00,09:37:00,11:06:00,42400,11:07:00,89.05,135.65,89.7,161.6,11:07:00,11:07:00,11:46:00,12:55:00,42300,12:56:00,81.55,106.05,96.1,110.9,12:56:00,12:56:00,13:44:00,13:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25,BNF,0.5,3,88.30000000000001,3.3551080226898193,42600,09:15:00,145.3,109.9,2.0,164.9,09:15:00,09:15:00,14:32:00,09:32:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-02,BNF,0.5,3,222.05,1.0964038372039795,40100,09:15:00,304.45,323.85,268.5,191.3,09:15:00,09:15:00,09:23:00,09:54:00,40400,09:55:00,269.2,313.4,210.6,332.2,09:55:00,09:55:00,11:08:00,10:29:00,40400,11:09:00,221.1,203.55,234.7,176.2,11:09:00,11:09:00,11:54:00,12:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-09,BNF,0.5,3,78.4,1.848679542541504,41500,09:15:00,149.85,183.05,32.6,221.9,09:15:00,09:15:00,13:31:00,09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-16,BNF,0.5,3,52.000000000000014,1.4439656734466553,41900,09:15:00,102.45,125.15,48.0,127.6,09:15:00,09:15:00,13:08:00,10:21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-23,BNF,0.5,3,8.250000000000036,1.8008501529693604,40000,09:15:00,142.4,155.65,70.0,233.5,09:15:00,09:15:00,09:53:00,09:29:00,39900,09:54:00,137.05,164.55,205.6,69.5,09:54:00,09:54:00,10:02:00,10:36:00,40100,10:37:00,114.1,137.0,58.4,205.5,10:37:00,10:37:00,11:29:00,10:54:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-02,BNF,0.5,3,50.4,2.333615779876709,40700,09:15:00,135.15,121.85,60.2,153.3,09:15:00,09:15:00,12:06:00,09:27:00,40700,12:07:00,58.1,102.0,0.2,153.0,12:07:00,12:07:00,15:11:00,12:27:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-09,BNF,0.5,3,91.05,2.346390724182129,41600,09:15:00,103.95,126.65,53.2,154.9,09:15:00,09:15:00,10:28:00,09:25:00,41600,10:29:00,64.7,114.9,62.1,88.1,10:29:00,10:29:00,11:14:00,12:03:00,41500,12:04:00,76.7,62.05,17.2,82.4,12:04:00,12:04:00,14:05:00,12:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-16,BNF,0.5,3,-97.5,1.6106455326080322,38900,09:15:00,185.5,177.6,278.2,192.3,09:15:00,09:15:00,09:21:00,09:30:00,38900,09:31:00,151.6,198.15,96.1,297.2,09:31:00,09:31:00,10:20:00,09:47:00,38800,10:21:00,151.85,166.4,227.8,37.0,10:21:00,10:21:00,10:25:00,11:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-23,BNF,0.5,3,143.55,3.6327009201049805,39800,09:15:00,178.05,173.5,200.1,7.9,09:15:00,09:15:00,09:45:00,13:43:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-29,BNF,0.5,3,53.05,3.7684481143951416,39700,09:15:00,120.2,152.7,154.6,84.0,09:15:00,09:15:00,10:23:00,11:12:00,39800,11:13:00,107.3,122.65,76.2,135.0,11:13:00,11:13:00,13:00:00,12:09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06,BNF,0.5,3,123.25,1.1695430278778076,40900,09:15:00,151.4,120.75,170.9,20.5,09:15:00,09:15:00,10:03:00,11:42:00,41200,11:43:00,72.5,110.5,58.5,147.5,11:43:00,11:43:00,12:23:00,12:07:00,41100,12:24:00,108.1,62.1,31.0,73.7,12:24:00,12:24:00,14:01:00,13:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-13,BNF,0.5,3,51.2,1.2943811416625977,41600,09:15:00,91.5,146.4,109.0,68.2,09:15:00,09:15:00,09:30:00,10:53:00,41600,10:54:00,104.2,77.65,135.5,66.2,10:54:00,10:54:00,11:57:00,12:18:00,41600,12:19:00,86.25,71.5,129.4,18.0,12:19:00,12:19:00,12:51:00,13:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-20,BNF,0.5,3,-39.7,0.9881343841552734,42100,09:15:00,143.65,92.25,215.5,43.7,09:15:00,09:15:00,09:23:00,10:29:00,42300,10:30:00,73.55,125.65,90.4,125.2,10:30:00,10:30:00,12:29:00,13:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-27,BNF,0.5,3,-23.250000000000004,2.1192471981048584,42800,09:15:00,108.85,118.35,163.3,103.0,09:15:00,09:15:00,09:22:00,10:15:00,42800,10:16:00,120.6,97.5,126.6,111.0,10:16:00,10:16:00,11:54:00,10:44:00,42800,11:55:00,128.8,58.45,135.1,16.8,11:55:00,11:55:00,13:21:00,14:14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-04,BNF,0.5,3,89.5,1.3290221691131592,43300,09:15:00,114.2,125.0,134.5,15.2,09:15:00,09:15:00,11:03:00,13:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-11,BNF,0.5,3,17.549999999999997,1.4180302619934082,43500,09:15:00,119.55,134.95,136.6,88.7,09:15:00,09:15:00,10:02:00,11:31:00,43500,11:32:00,121.05,83.7,107.6,108.8,11:32:00,11:32:00,13:04:00,11:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18,BNF,0.5,3,-26.349999999999994,1.5872089862823486,43900,09:15:00,133.9,99.35,135.0,81.0,09:15:00,09:15:00,10:52:00,10:02:00,44000,10:53:00,79.4,108.0,119.1,84.4,10:53:00,10:53:00,11:53:00,12:17:00,44000,12:18:00,78.6,93.9,74.2,125.8,12:18:00,12:18:00,13:20:00,12:52:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-25,BNF,0.5,3,45.550000000000026,2.939493417739868,43700,09:15:00,100.2,140.25,86.3,186.2,09:15:00,09:15:00,09:51:00,09:29:00,43600,09:52:00,128.25,85.65,63.4,128.5,09:52:00,09:52:00,12:10:00,10:09:00,43500,12:11:00,112.4,59.4,46.2,70.0,12:11:00,12:11:00,13:48:00,12:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01,BNF,0.5,3,71.74999999999997,2.216770648956299,44100,09:15:00,99.45,142.6,101.4,174.8,09:15:00,09:15:00,09:51:00,09:26:00,44100,09:52:00,110.1,97.0,20.6,80.6,09:52:00,09:52:00,14:29:00,13:52:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-08,BNF,0.5,3,34.250000000000014,1.5210528373718262,44300,09:15:00,102.25,122.4,135.4,53.8,09:15:00,09:15:00,09:52:00,11:43:00,44400,11:44:00,75.95,93.35,30.5,140.0,11:44:00,11:44:00,12:59:00,11:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-15,BNF,0.5,3,70.75000000000001,2.664545774459839,44000,09:15:00,86.9,134.65,1.8,149.0,09:15:00,09:15:00,14:59:00,11:09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-22,BNF,0.5,3,102.25000000000003,1.4544460773468018,43800,09:15:00,151.15,86.7,71.1,64.5,09:15:00,09:15:00,13:18:00,12:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-13,BNF,0.5,3,0,17.953861713409424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-01,BNF,0.55,3,67.34999999999998,1.851703405380249,39000,09:15:00,229.1,175.9,355.1,64.7,09:15:00,09:15:00,09:32:00,09:50:00,39400,09:51:00,168.8,203.3,261.6,140.9,09:51:00,09:51:00,10:06:00,10:38:00,39500,10:39:00,167.55,191.2,62.3,183.9,10:39:00,10:39:00,13:21:00,11:47:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-08,BNF,0.55,3,65.70000000000002,1.3751921653747559,39800,09:15:00,165.1,168.3,215.2,52.5,09:15:00,09:15:00,09:34:00,13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,BNF,0.55,3,11.05000000000004,1.2000391483306885,41600,09:15:00,191.3,163.75,296.5,168.1,09:15:00,09:15:00,09:21:00,09:38:00,41600,09:39:00,209.05,180.85,61.1,206.8,09:39:00,09:39:00,11:24:00,09:55:00,41300,11:25:00,151.9,173.1,152.7,173.7,11:25:00,11:25:00,13:07:00,11:54:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22,BNF,0.55,3,48.450000000000024,1.3619105815887451,41000,09:15:00,238.05,268.25,261.5,230.4,09:15:00,09:15:00,09:20:00,10:09:00,40900,10:10:00,168.85,195.3,27.4,302.7,10:10:00,10:10:00,13:16:00,11:16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-29,BNF,0.55,3,207.45,1.5390186309814453,38100,09:15:00,219.05,152.2,14.5,149.3,09:15:00,09:15:00,13:37:00,09:31:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-06,BNF,0.55,3,197.65,1.739469289779663,39500,09:15:00,164.85,218.2,104.8,80.6,09:15:00,09:15:00,09:53:00,13:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-13,BNF,0.55,3,211.45,1.9363389015197754,39000,09:15:00,162.7,206.65,12.5,211.4,09:15:00,09:15:00,12:38:00,10:04:00,38600,12:39:00,127.7,89.6,72.7,78.6,12:39:00,12:39:00,13:57:00,13:32:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-20,BNF,0.55,3,-54.60000000000004,1.3975341320037842,40100,09:15:00,151.1,147.45,106.0,202.5,09:15:00,09:15:00,10:14:00,09:41:00,40100,10:15:00,104.75,149.55,96.2,231.8,10:15:00,10:15:00,10:50:00,11:13:00,39900,11:14:00,125.1,126.35,154.7,67.7,11:14:00,11:14:00,12:26:00,13:19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-27,BNF,0.55,3,114.24999999999999,1.4173893928527832,41400,09:15:00,114.1,189.15,47.2,141.8,09:15:00,09:15:00,13:01:00,09:57:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-03,BNF,0.55,3,27.600000000000005,1.7790865898132324,40900,09:15:00,206.15,141.25,319.5,0.3,09:15:00,09:15:00,09:31:00,15:14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-10,BNF,0.55,3,47.34999999999998,1.7061140537261963,41600,09:15:00,104.1,135.85,9.8,182.8,09:15:00,09:15:00,14:03:00,10:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-17,BNF,0.55,3,91.5,1.2500152587890625,42400,09:15:00,143.95,94.15,128.7,17.9,09:15:00,09:15:00,12:31:00,13:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-24,BNF,0.55,3,40.550000000000004,2.5015830993652344,42800,09:15:00,72.75,92.25,112.8,22.9,09:15:00,09:15:00,09:31:00,12:25:00,42900,12:26:00,80.0,47.95,61.9,54.8,12:26:00,12:26:00,13:58:00,13:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-01,BNF,0.55,3,63.00000000000001,1.3109581470489502,43400,09:15:00,100.45,77.65,24.6,90.5,09:15:00,09:15:00,13:40:00,10:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-08,BNF,0.55,3,160.35,2.137418508529663,43200,09:15:00,92.6,136.75,127.4,32.6,09:15:00,09:15:00,09:29:00,12:01:00,43400,12:02:00,53.6,100.9,59.9,3.6,12:02:00,12:02:00,13:01:00,14:56:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-15,BNF,0.55,3,108.5,1.8779795169830322,44000,09:15:00,109.3,96.2,15.3,81.7,09:15:00,09:15:00,14:13:00,11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
